,fname,xmin,ymin,w,h,name,id,height,width,iscrowd,area
0,ssd_20180101_00.png,2235,488,80,80,class0,0,1201,3600,0,6400
1,ssd_20180101_06.png,2219,477,80,80,class0,1,1201,3600,0,6400
2,ssd_20180101_00.png,577,695,80,80,class1,0,1201,3600,0,6400
3,ssd_20180101_06.png,575,699,80,80,class1,1,1201,3600,0,6400
4,ssd_20180101_00.png,1248,470,80,80,class1,0,1201,3600,0,6400
5,ssd_20180101_06.png,1234,466,80,80,class1,1,1201,3600,0,6400
6,ssd_20180101_12.png,3164,38,80,80,class3,2,1201,3600,0,6400
7,ssd_20180101_18.png,3214,20,80,80,class3,3,1201,3600,0,6400
8,ssd_20180101_12.png,1100,657,80,80,class1,2,1201,3600,0,6400
9,ssd_20180101_18.png,1093,659,80,80,class1,3,1201,3600,0,6400
10,ssd_20180101_12.png,559,709,80,80,class1,2,1201,3600,0,6400
11,ssd_20180101_12.png,1038,543,80,80,class0,2,1201,3600,0,6400
12,ssd_20180101_18.png,1009,536,80,80,class0,3,1201,3600,0,6400
13,ssd_20180101_12.png,1228,471,80,80,class1,2,1201,3600,0,6400
14,ssd_20180101_18.png,1204,468,80,80,class1,3,1201,3600,0,6400
15,ssd_20180102_00.png,532,720,80,80,class1,4,1201,3600,0,6400
16,ssd_20180102_06.png,519,725,80,80,class1,5,1201,3600,0,6400
17,ssd_20180102_00.png,1187,467,80,80,class1,4,1201,3600,0,6400
18,ssd_20180102_06.png,1169,464,80,80,class1,5,1201,3600,0,6400
19,ssd_20180102_12.png,2217,274,80,80,class0,6,1201,3600,0,6400
20,ssd_20180102_18.png,2225,265,80,80,class0,7,1201,3600,0,6400
21,ssd_20180102_12.png,497,716,80,80,class1,6,1201,3600,0,6400
22,ssd_20180102_18.png,491,715,80,80,class1,7,1201,3600,0,6400
23,ssd_20180102_12.png,1102,516,80,80,class0,6,1201,3600,0,6400
24,ssd_20180102_18.png,1101,491,80,80,class0,7,1201,3600,0,6400
25,ssd_20180102_12.png,1151,464,80,80,class1,6,1201,3600,0,6400
26,ssd_20180102_18.png,1130,457,80,80,class1,7,1201,3600,0,6400
27,ssd_20180103_00.png,1345,732,80,80,class0,8,1201,3600,0,6400
28,ssd_20180103_00.png,1550,824,80,80,class1,8,1201,3600,0,6400
29,ssd_20180103_06.png,1588,837,80,80,class1,9,1201,3600,0,6400
30,ssd_20180103_00.png,484,718,80,80,class1,8,1201,3600,0,6400
31,ssd_20180103_06.png,487,715,80,80,class1,9,1201,3600,0,6400
32,ssd_20180103_00.png,1108,453,80,80,class1,8,1201,3600,0,6400
33,ssd_20180103_06.png,1097,452,80,80,class1,9,1201,3600,0,6400
34,ssd_20180103_12.png,2778,450,80,80,class0,10,1201,3600,0,6400
35,ssd_20180103_12.png,931,640,80,80,class1,10,1201,3600,0,6400
36,ssd_20180103_18.png,928,645,80,80,class0,11,1201,3600,0,6400
37,ssd_20180103_12.png,1803,502,80,80,class0,10,1201,3600,0,6400
38,ssd_20180103_18.png,1782,512,80,80,class0,11,1201,3600,0,6400
39,ssd_20180103_12.png,491,723,80,80,class1,10,1201,3600,0,6400
40,ssd_20180103_18.png,490,733,80,80,class1,11,1201,3600,0,6400
41,ssd_20180103_12.png,655,675,80,80,class0,10,1201,3600,0,6400
42,ssd_20180103_18.png,665,661,80,80,class0,11,1201,3600,0,6400
43,ssd_20180103_12.png,1615,851,80,80,class1,10,1201,3600,0,6400
44,ssd_20180103_18.png,1637,867,80,80,class1,11,1201,3600,0,6400
45,ssd_20180104_00.png,928,647,80,80,class1,12,1201,3600,0,6400
46,ssd_20180104_06.png,899,659,80,80,class1,13,1201,3600,0,6400
47,ssd_20180104_00.png,2615,497,80,80,class0,12,1201,3600,0,6400
48,ssd_20180104_00.png,485,732,80,80,class2,12,1201,3600,0,6400
49,ssd_20180104_06.png,480,739,80,80,class1,13,1201,3600,0,6400
50,ssd_20180104_00.png,655,663,80,80,class0,12,1201,3600,0,6400
51,ssd_20180104_06.png,640,664,80,80,class0,13,1201,3600,0,6400
52,ssd_20180104_12.png,2757,464,80,80,class0,14,1201,3600,0,6400
53,ssd_20180104_18.png,2755,466,80,80,class0,15,1201,3600,0,6400
54,ssd_20180104_12.png,2837,199,80,80,class3,14,1201,3600,0,6400
55,ssd_20180104_18.png,2863,169,80,80,class3,15,1201,3600,0,6400
56,ssd_20180104_12.png,3194,0,80,75,class2,14,1201,3600,0,6000
57,ssd_20180104_18.png,3240,2,80,80,class2,15,1201,3600,0,6400
58,ssd_20180104_12.png,905,668,80,80,class1,14,1201,3600,0,6400
59,ssd_20180104_18.png,912,673,80,80,class1,15,1201,3600,0,6400
60,ssd_20180104_12.png,473,735,80,80,class2,14,1201,3600,0,6400
61,ssd_20180104_18.png,471,735,80,80,class2,15,1201,3600,0,6400
62,ssd_20180104_12.png,1675,925,80,80,class2,14,1201,3600,0,6400
63,ssd_20180104_18.png,1688,932,80,80,class2,15,1201,3600,0,6400
64,ssd_20180104_12.png,2046,719,80,80,class0,14,1201,3600,0,6400
65,ssd_20180104_18.png,2028,735,80,80,class0,15,1201,3600,0,6400
66,ssd_20180105_00.png,2886,132,80,80,class3,16,1201,3600,0,6400
67,ssd_20180105_06.png,2896,110,80,80,class3,17,1201,3600,0,6400
68,ssd_20180105_00.png,896,670,80,80,class1,16,1201,3600,0,6400
69,ssd_20180105_06.png,906,673,80,80,class1,17,1201,3600,0,6400
70,ssd_20180105_00.png,463,733,80,80,class2,16,1201,3600,0,6400
