,fname,xmin,ymin,w,h,name,id,height,width,iscrowd,area
0,ssd_20160401_00.png,536,697,80,80,class0,0,1201,3600,0,6400
1,ssd_20160401_06.png,528,698,80,80,class0,1,1201,3600,0,6400
2,ssd_20160401_00.png,1594,690,80,80,class0,0,1201,3600,0,6400
3,ssd_20160401_06.png,1567,682,80,80,class1,1,1201,3600,0,6400
4,ssd_20160401_00.png,1689,691,80,80,class0,0,1201,3600,0,6400
5,ssd_20160401_06.png,1689,688,80,80,class0,1,1201,3600,0,6400
6,ssd_20160401_12.png,1686,697,80,80,class0,2,1201,3600,0,6400
7,ssd_20160401_18.png,1693,690,80,80,class0,3,1201,3600,0,6400
8,ssd_20160401_12.png,1775,694,80,80,class0,2,1201,3600,0,6400
9,ssd_20160402_00.png,460,630,80,80,class0,4,1201,3600,0,6400
10,ssd_20160402_00.png,504,684,80,80,class0,4,1201,3600,0,6400
11,ssd_20160402_06.png,502,687,80,80,class0,5,1201,3600,0,6400
12,ssd_20160402_00.png,1643,695,80,80,class0,4,1201,3600,0,6400
13,ssd_20160402_06.png,1637,698,80,80,class1,5,1201,3600,0,6400
14,ssd_20160402_00.png,1713,691,80,80,class0,4,1201,3600,0,6400
15,ssd_20160402_06.png,1707,704,80,80,class1,5,1201,3600,0,6400
16,ssd_20160402_12.png,497,690,80,80,class0,6,1201,3600,0,6400
17,ssd_20160402_18.png,491,692,80,80,class0,7,1201,3600,0,6400
18,ssd_20160402_12.png,1632,698,80,80,class0,6,1201,3600,0,6400
19,ssd_20160402_18.png,1646,684,80,80,class1,7,1201,3600,0,6400
20,ssd_20160402_12.png,1703,706,80,80,class0,6,1201,3600,0,6400
21,ssd_20160402_18.png,1684,706,80,80,class1,7,1201,3600,0,6400
22,ssd_20160403_00.png,2146,546,80,80,class0,8,1201,3600,0,6400
23,ssd_20160403_00.png,471,663,80,80,class0,8,1201,3600,0,6400
24,ssd_20160403_00.png,1609,692,80,80,class1,8,1201,3600,0,6400
25,ssd_20160403_00.png,1682,711,80,80,class0,8,1201,3600,0,6400
26,ssd_20160403_06.png,1696,725,80,80,class1,9,1201,3600,0,6400
27,ssd_20160403_12.png,473,691,80,80,class0,10,1201,3600,0,6400
28,ssd_20160403_12.png,1707,732,80,80,class1,10,1201,3600,0,6400
29,ssd_20160403_18.png,1725,749,80,80,class1,11,1201,3600,0,6400
30,ssd_20160404_00.png,1256,602,80,80,class0,12,1201,3600,0,6400
31,ssd_20160404_06.png,1259,611,80,80,class1,13,1201,3600,0,6400
32,ssd_20160404_00.png,443,684,80,80,class0,12,1201,3600,0,6400
33,ssd_20160404_06.png,417,681,80,80,class0,13,1201,3600,0,6400
34,ssd_20160404_00.png,1575,690,80,80,class1,12,1201,3600,0,6400
35,ssd_20160404_06.png,1577,694,80,80,class1,13,1201,3600,0,6400
36,ssd_20160404_00.png,1691,730,80,80,class1,12,1201,3600,0,6400
37,ssd_20160404_00.png,1741,756,80,80,class1,12,1201,3600,0,6400
38,ssd_20160404_06.png,1738,761,80,80,class1,13,1201,3600,0,6400
39,ssd_20160404_00.png,2017,990,80,80,class2,12,1201,3600,0,6400
40,ssd_20160404_06.png,2027,985,80,80,class2,13,1201,3600,0,6400
41,ssd_20160404_12.png,405,681,80,80,class1,14,1201,3600,0,6400
42,ssd_20160404_18.png,398,685,80,80,class1,15,1201,3600,0,6400
43,ssd_20160404_12.png,1585,692,80,80,class1,14,1201,3600,0,6400
44,ssd_20160404_18.png,1595,698,80,80,class1,15,1201,3600,0,6400
45,ssd_20160404_12.png,1650,732,80,80,class1,14,1201,3600,0,6400
46,ssd_20160404_18.png,1655,739,80,80,class1,15,1201,3600,0,6400
47,ssd_20160404_12.png,1743,760,80,80,class1,14,1201,3600,0,6400
48,ssd_20160404_18.png,1754,760,80,80,class1,15,1201,3600,0,6400
49,ssd_20160404_12.png,1859,704,80,80,class0,14,1201,3600,0,6400
50,ssd_20160404_18.png,1868,729,80,80,class0,15,1201,3600,0,6400
51,ssd_20160404_12.png,2022,990,80,80,class2,14,1201,3600,0,6400
52,ssd_20160404_18.png,2030,986,80,80,class2,15,1201,3600,0,6400
53,ssd_20160405_00.png,1608,699,80,80,class1,16,1201,3600,0,6400
54,ssd_20160405_06.png,1629,712,80,80,class1,17,1201,3600,0,6400
