DateTime,lat_p,lon_p,wind,pres,lat_w,lon_w,step,windrad,name,labels
2018-01-01 00:00:00,7.2,227.5,12.346656,1008,6.2,229.2,0,24413653.500369,unnamed_enp1,class0
2018-01-01 06:00:00,8.3,225.9,11.317768,1011,7,226.8,6,24086054.9593449,unnamed_enp1,class0
2018-01-01 00:00:00,-13.5,61.7,14.404432,999,-13.1,61.7,0,8087692.93076458,unnamed_sin1,class1
2018-01-01 06:00:00,-13.9,61.5,14.404432,1002,-15.9,62.5,6,8357418.49919877,unnamed_sin1,class1
2018-01-01 00:00:00,9,128.8,14.918876,1005,13,127.4,0,12725618.2316011,unnamed_wnp1,class1
2018-01-01 06:00:00,9.4,127.4,16.976652,1001,12.5,126.7,6,12609451.4859191,unnamed_wnp1,class1
2018-01-01 12:00:00,52.2,320.4,32.409972,963,50.6,321.1,0,18388312.077048,unnamed_atl1,class3
2018-01-01 18:00:00,54,325.4,28.29442,960,52.2,325.5,6,17857128.9511821,unnamed_atl1,class3
2018-01-01 12:00:00,-9.7,114,10.803324,1004,-9.6,114.1,0,13547210.3658306,unnamed_aus1,class1
2018-01-01 18:00:00,-9.9,113.3,12.346656,1003,-9.7,113.4,6,13473334.9425775,unnamed_aus1,class1
2018-01-01 12:00:00,-14.9,59.9,14.404432,999,-15.6,59.6,0,8113310.22979046,01S,class1
2018-01-01 12:00:00,1.7,107.8,11.832212,1007,5.1,104.6,0,11420951.8303469,unnamed_wnp1,class0
2018-01-01 18:00:00,2.4,104.9,12.346656,1007,5.1,106,6,11091583.5003105,unnamed_wnp1,class0
2018-01-01 12:00:00,8.9,126.8,17.491096,1003,12.7,124.3,0,12541703.7399545,01W,class1
2018-01-01 18:00:00,9.2,124.4,18.519984,1001,9.3,124.5,6,12633903.9748074,01W,class1
2018-01-02 00:00:00,-16,57.2,17.491096,998,-16.7,55.2,0,7899364.10666317,unnamed_sin1,class1
2018-01-02 06:00:00,-16.5,55.9,19.034428,1000,-15.3,53.4,6,7592224.02009492,unnamed_sin1,class1
2018-01-02 00:00:00,9.3,122.7,17.491096,1002,12.5,124.1,0,12097848.9626084,01W,class1
2018-01-02 06:00:00,9.6,120.9,22.121092,998,9.7,120.7,6,12191723.6507254,01W,class1
2018-01-02 12:00:00,28.6,225.7,14.404432,1006,27.9,226.2,0,19310827.4228934,unnamed_enp1,class0
2018-01-02 18:00:00,29.5,226.5,14.404432,1007,29.8,227.9,6,19036485.6261113,unnamed_enp1,class0
2018-01-02 12:00:00,-15.6,53.7,15.947764,994,-16.2,53.5,0,7486502.77260827,01S,class1
2018-01-02 18:00:00,-15.5,53.1,16.976652,996,-15.8,51.1,6,7382766.69395302,01S,class1
2018-01-02 12:00:00,4.4,114.2,9.774436,1006,8.5,111.3,0,11727528.5743912,unnamed_wnp1,class0
2018-01-02 18:00:00,6.9,114.1,10.803324,1006,8.5,111.6,6,11658497.1993539,unnamed_wnp1,class0
2018-01-02 12:00:00,9.6,119.1,28.808864,1000,9.6,119.2,0,12005334.3930199,01W,class1
2018-01-02 18:00:00,10.3,117,20.57776,1001,10.4,117.1,6,11662367.7254052,01W,class1
2018-01-03 00:00:00,-17.2,138.5,11.832212,1006,-16.6,138.6,0,16475183.945071,unnamed_aus1,class0
2018-01-03 00:00:00,-26.4,159,21.606648,998,-26.6,158.3,0,18485514.1821683,unnamed_aus2,class1
2018-01-03 06:00:00,-27.7,162.8,24.178868,994,-26.6,161.5,6,18647073.4547894,unnamed_aus2,class1
2018-01-03 00:00:00,-15.8,52.4,18.519984,993,-16.2,52.3,0,7339906.64541199,01S,class1
2018-01-03 06:00:00,-15.5,52.7,21.606648,994,-15.3,53.1,6,7286289.53252295,01S,class1
2018-01-03 00:00:00,10.7,114.8,22.635536,999,11,114.8,0,11341398.7617114,unnamed_wnp1,class1
2018-01-03 06:00:00,10.8,113.7,20.063316,998,10.8,113.4,6,11239289.4193533,unnamed_wnp1,class1
2018-01-03 12:00:00,11,281.9,11.317768,1009,13.4,284.6,0,29308516.976749,unnamed_atl1,class0
2018-01-03 12:00:00,-8,97.1,9.774436,1004,-13.4,94.7,0,12182269.6417623,unnamed_aus1,class1
2018-01-03 18:00:00,-8.5,96.8,15.947764,1006,-5.4,96.8,6,11244581.1613985,unnamed_aus1,class0
2018-01-03 12:00:00,5.8,184.3,13.889988,1008,6.2,186.3,0,19702485.1368955,unnamed_cnp1,class0
2018-01-03 18:00:00,4.8,182.2,14.404432,1008,5.8,183.5,6,19546309.5331734,unnamed_cnp1,class0
