DateTime,lat_p,lon_p,wind,pres,lat_w,lon_w,step,windrad,name,labels
2016-04-01 00:00:00,59.3,325.9,23.664424,965,57,321.7,0,15267536.647823,unnamed_atl1,class3
2016-04-01 06:00:00,59.2,327.3,24.178868,966,56,327.3,6,15450988.8249491,unnamed_atl1,class2
2016-04-01 00:00:00,50.2,191.5,16.462208,979,46.8,191.8,0,10306241.3731229,unnamed_cnp1,class2
2016-04-01 06:00:00,50.8,190.8,15.947764,979,48.1,192,6,10033227.9648556,unnamed_cnp1,class2
2016-04-01 00:00:00,-13.7,57.6,10.803324,1006,-15.9,55.2,0,7944070.41527419,unnamed_sin1,class0
2016-04-01 06:00:00,-13.8,56.8,13.375544,1009,-14.5,56.5,6,7699738.5510095,unnamed_sin1,class0
2016-04-01 00:00:00,-13,163.4,9.259992,1008,-16.2,160,0,19462016.4472151,unnamed_spc1,class0
2016-04-01 06:00:00,-12.2,160.7,10.803324,1005,-15.9,158.9,6,19197948.4017459,unnamed_spc1,class1
2016-04-01 00:00:00,-13.1,172.9,12.8611,1007,-14.1,176,0,20252627.080321,unnamed_spc2,class0
2016-04-01 06:00:00,-12.8,172.9,12.8611,1006,-15.1,175.5,6,20386756.4752574,unnamed_spc2,class0
2016-04-01 00:00:00,-51.5,212.6,18.519984,986,-51,211,0,18246600.4253052,unnamed_spc3,class2
2016-04-01 06:00:00,-51,215.2,19.548872,985,-50.8,214.7,6,18613957.7201716,unnamed_spc3,class2
2016-04-01 12:00:00,59.3,328.5,20.063316,968,56.5,328.6,0,15444519.3133612,unnamed_atl1,class2
2016-04-01 18:00:00,60,330.1,21.092204,970,56.8,327.3,6,15198952.4046861,unnamed_atl1,class2
2016-04-01 12:00:00,51.2,189.2,16.976652,980,48.5,191.1,0,9807891.83648459,unnamed_cnp1,class2
2016-04-01 18:00:00,50.8,188.1,15.43332,982,51.8,184.5,6,9579598.36815737,unnamed_cnp1,class2
2016-04-01 12:00:00,-13.7,172.6,12.8611,1008,-15.2,171.8,0,20288969.9601797,unnamed_spc1,class0
2016-04-01 18:00:00,-13,173.3,12.8611,1007,-15.1,177.3,6,20413535.0785083,unnamed_spc1,class0
2016-04-01 12:00:00,-13.4,181.5,11.832212,1010,-18.2,180,0,21607691.1192977,unnamed_spc2,class0
2016-04-02 00:00:00,49.6,188.4,15.43332,987,47.1,187.7,0,10186951.8622088,unnamed_cnp1,class2
2016-04-02 06:00:00,49.3,190.4,15.43332,990,47.1,189.5,6,10393567.1575782,unnamed_cnp1,class2
2016-04-02 00:00:00,-7,50,10.28888,1007,-10.6,46.2,0,6700154.18359935,unnamed_sin1,class0
2016-04-02 00:00:00,-12.4,54.4,12.346656,1006,-15.1,55.1,0,7553738.3273376,unnamed_sin2,class0
2016-04-02 06:00:00,-12.7,54.2,12.346656,1010,-14.5,53.2,6,7454884.94209808,unnamed_sin2,class0
2016-04-02 00:00:00,-13.5,168.3,11.317768,1007,-15.1,171,0,19830483.2977041,unnamed_spc1,class0
2016-04-02 06:00:00,-13.8,167.7,12.8611,1005,-16,169.7,6,19838390.4881331,unnamed_spc1,class1
2016-04-02 00:00:00,-13.1,175.3,14.918876,1006,-13.2,175.5,0,20414776.6336024,unnamed_spc2,class0
2016-04-02 06:00:00,-14.4,174.7,14.918876,1004,-14.2,174.9,6,20344831.8425043,unnamed_spc2,class1
2016-04-02 12:00:00,-13,53.7,11.832212,1007,-12.5,50.6,0,7172655.00134136,unnamed_sin1,class0
2016-04-02 18:00:00,-13.2,53.1,12.8611,1011,-13.8,50.3,6,7242702.91242002,unnamed_sin1,class0
2016-04-02 12:00:00,-13.8,167.2,15.43332,1006,-10.8,168,0,19224260.9392838,unnamed_spc1,class0
2016-04-02 18:00:00,-12.4,168.6,18.00554,1002,-12.2,168.6,6,19635073.8181134,unnamed_spc1,class1
