DateTime,lat_p,lon_p,wind,pres,lat_w,lon_w,step,windrad,name,labels
2019-01-01 00:00:00,51.6,316.1,25.207756,975,51.5,315.5,0,18275523.6838281,unnamed_atl1,class2
2019-01-01 06:00:00,53.3,317.2,22.635536,977,52.8,316.6,6,17570230.593497,unnamed_atl1,class2
2019-01-01 00:00:00,-12.9,141.3,32.409972,984,-12.5,141.6,0,16670210.5568327,08P,class2
2019-01-01 06:00:00,-12.8,141.8,23.14998,988,-12.1,141.5,6,16687814.1415521,08P,class2
2019-01-01 00:00:00,6.7,226.8,19.548872,1000,6.9,226.8,0,24284784.8836254,unnamed_enp1,class1
2019-01-01 06:00:00,7,225.1,17.491096,1004,7.2,225.3,6,24048782.7150771,unnamed_enp1,class1
2019-01-01 00:00:00,-9.2,164.3,24.178868,999,-9.3,163.8,0,19055128.1839575,unnamed_spc1,class1
2019-01-01 06:00:00,-8.8,166.2,21.606648,997,-8.3,165.7,6,19175184.5270021,unnamed_spc1,class1
2019-01-01 00:00:00,-7.9,172.4,19.034428,1000,-7.7,172.4,0,19836159.3081462,unnamed_spc2,class1
2019-01-01 00:00:00,-16,179.7,21.606648,998,-14.9,180.9,0,20800652.2917393,unnamed_spc3,class1
2019-01-01 06:00:00,-16.2,182,23.664424,997,-15.9,182.3,6,21131745.9665375,unnamed_spc3,class1
2019-01-01 00:00:00,6.5,110.9,25.207756,1002,5.9,109.7,0,11600607.5603933,39W,class1
2019-01-01 06:00:00,5.9,109.7,23.664424,1000,6.6,108.9,6,11403734.629588,39W,class1
2019-01-01 12:00:00,-12.6,143,20.57776,997,-13.3,143.7,0,16961384.5657768,08P,class1
2019-01-01 18:00:00,-12.6,143.5,21.092204,994,-13.4,143.8,6,17026548.541928,08P,class1
2019-01-01 12:00:00,4.2,234,10.28888,1004,4.3,234.2,0,25472884.8653166,unnamed_enp1,class1
2019-01-01 12:00:00,6.5,238.6,14.404432,1003,6.7,238.6,0,25620356.3460536,unnamed_enp2,class1
2019-01-01 18:00:00,7,236.6,12.8611,1006,7.3,236.8,6,25306967.918559,unnamed_enp2,class0
2019-01-01 12:00:00,-8,168.3,20.57776,1000,-7,168.3,0,19303091.5267698,unnamed_spc1,class1
2019-01-01 18:00:00,-8.4,171.3,23.14998,999,-7.2,171.1,6,19635821.8882512,unnamed_spc1,class1
2019-01-01 12:00:00,6,109.8,21.092204,1001,5.8,107.8,0,11500943.5784025,39W,class1
2019-01-01 18:00:00,5.9,109.4,22.121092,1000,7,107.8,6,11326705.2960649,39W,class1
2019-01-02 00:00:00,-12.6,145,21.606648,996,-11.7,145,0,17004907.243794,08P,class1
2019-01-02 06:00:00,-13,146.6,22.635536,992,-12.1,145.8,6,17194643.9798726,08P,class1
2019-01-02 00:00:00,5.5,108.1,25.207756,998,5.3,107.6,0,11378234.8795876,39W,class1
2019-01-02 06:00:00,6,107.9,22.121092,996,8.6,106.6,6,10984973.9393931,39W,class1
2019-01-02 12:00:00,-13.4,147.6,26.751088,996,-12.1,147.1,0,17274993.2707172,08P,class1
2019-01-02 18:00:00,-14,150.3,29.837752,992,-12.5,149.9,6,17565603.3288759,08P,class1
2019-01-02 12:00:00,5.8,196.3,14.918876,1004,6.1,196.1,0,21041032.1940677,unnamed_cnp1,class1
2019-01-02 18:00:00,5.2,194.5,13.375544,1006,5.5,194.4,6,20929374.8953329,unnamed_cnp1,class0
2019-01-02 12:00:00,7.1,227.8,19.548872,1003,9,229.5,0,24143814.5943538,unnamed_enp1,class1
2019-01-02 18:00:00,7.2,228,24.178868,1004,7.4,227.8,6,24336187.7499629,unnamed_enp1,class1
2019-01-02 12:00:00,-13.3,177.3,14.404432,1001,-15.3,176.2,0,20842924.2406602,unnamed_spc1,class1
2019-01-02 18:00:00,-12.6,176.4,14.918876,1001,-16.8,177.8,6,20970683.9157149,unnamed_spc1,class1
2019-01-02 12:00:00,-8.9,177.4,19.548872,997,-8.8,177.2,0,20455213.4604204,unnamed_spc2,class1
2019-01-02 18:00:00,-10,178.3,19.034428,995,-9.3,180.5,6,20543402.8673687,unnamed_spc2,class1
2019-01-02 12:00:00,6.2,107,21.606648,999,6.9,106.4,0,11065782.5588442,39W,class1
2019-01-02 18:00:00,6.1,105.3,24.178868,999,6.5,104.5,6,10923945.6227664,39W,class1
2019-01-03 00:00:00,-11.7,115.3,11.832212,1007,-11.2,112.7,0,13774015.1946792,unnamed_aus1,class0
2019-01-03 06:00:00,-11.7,113.4,14.404432,1006,-11.6,113.3,6,13610580.6166406,unnamed_aus1,class0
2019-01-03 00:00:00,-14.5,152.2,24.178868,993,-13.2,152.5,0,17806410.463929,08P,class1
2019-01-03 06:00:00,-15.1,153.7,25.207756,989,-14.4,153.7,6,18046654.0293858,08P,class2
2019-01-03 00:00:00,-11.8,178.1,17.491096,999,-11.9,178.3,0,20680569.6120951,09P,class1
2019-01-03 06:00:00,-12.7,177.5,17.491096,995,-12.9,177.6,6,20653555.2600093,09P,class1
2019-01-03 00:00:00,5.7,105.1,22.121092,1000,5.6,104.2,0,11009196.1608038,39W,class1
2019-01-03 06:00:00,6,104.2,22.635536,998,6.5,103.8,6,10804374.6534876,39W,class1
2019-01-03 12:00:00,-15.2,154.6,32.924416,985,-15.2,154.2,0,18220378.5256557,08P,class2
2019-01-03 18:00:00,-16,155.4,28.808864,982,-16.1,156,6,18331196.5483621,08P,class2
2019-01-03 12:00:00,4.1,189.3,12.8611,1006,7.3,191.7,0,20188820.4571429,unnamed_cnp1,class0
2019-01-03 18:00:00,2.9,187.1,16.462208,1005,4,187.9,6,20334085.3271246,unnamed_cnp1,class1
2019-01-03 12:00:00,7.9,236.9,16.976652,1003,7.9,237,0,25221974.6071652,unnamed_enp1,class1
2019-01-03 18:00:00,9.3,236.6,18.00554,1005,10.3,237.1,6,24832905.8288891,unnamed_enp1,class1
2019-01-03 12:00:00,-13.6,176.8,17.491096,997,-13.6,177.1,0,20577885.9633979,unnamed_spc1,class1
2019-01-03 18:00:00,-14.2,176.5,17.491096,996,-14,175.5,6,20535417.6120504,unnamed_spc1,class1
2019-01-03 12:00:00,6.4,103.5,23.14998,995,6,103.8,0,10774032.0187289,39W,class1
2019-01-03 18:00:00,7,102.9,25.207756,998,7.4,102.9,6,10540056.0646425,39W,class1
2019-01-04 00:00:00,-15.9,155.3,31.895528,983,-16.1,155.1,0,18329658.7894442,08P,class2
2019-01-04 06:00:00,-16,155.6,28.808864,982,-16.2,155.3,6,18363272.869367,08P,class2
2019-01-04 00:00:00,-14.5,175.7,18.00554,998,-16.6,175.8,0,20703009.1739575,unnamed_spc1,class1
2019-01-04 06:00:00,-14,175.3,17.491096,997,-16.1,174.3,6,20651841.7287089,unnamed_spc1,class1
2019-01-04 00:00:00,7.9,101.8,27.265532,995,8,102.3,0,10331103.006523,39W,class1
2019-01-04 06:00:00,8,100.6,26.236644,995,8.3,100.7,6,10163464.8243679,39W,class1
2019-01-04 00:00:00,1.4,174.3,13.375544,1005,4,175.4,0,18933050.722494,unnamed_wnp2,class1
2019-01-04 06:00:00,2.4,175.8,18.519984,1005,5,177.1,6,18977636.4438786,unnamed_wnp2,class1
2019-01-04 12:00:00,-15.8,155.7,27.265532,988,-16.2,155.3,0,18392280.9881254,08P,class2
2019-01-04 18:00:00,-16,155.7,23.14998,987,-16.4,155.4,6,18395379.4016019,08P,class2
2019-01-04 12:00:00,9.1,243,14.918876,1007,9.3,243,0,25659195.9750138,unnamed_enp1,class0
2019-01-04 12:00:00,3.5,63.7,11.317768,1011,5.3,61.8,0,6484761.04487542,unnamed_nin1,class0
2019-01-04 18:00:00,3.1,61.2,13.375544,1013,5.6,63.4,6,6179646.68066072,unnamed_nin1,class0
2019-01-04 12:00:00,8.1,100.1,22.635536,1001,8.3,100.4,0,10105883.28361,39W,class1
2019-01-04 18:00:00,8.4,99.4,18.519984,1005,8.9,100,6,9955342.08523416,39W,class1
2019-01-04 12:00:00,-13.8,175.5,15.43332,999,-17.2,174.4,0,20812183.1307271,09P,class1
2019-01-04 18:00:00,-13.9,176.1,16.462208,998,-17.3,173.8,6,20878777.0247292,09P,class1
2019-01-04 12:00:00,-34.5,219.3,23.664424,988,-37.5,222.1,0,23535169.8146592,unnamed_spc2,class2
2019-01-04 18:00:00,-35.2,219.8,19.548872,988,-37.2,217.8,6,23352687.2701162,unnamed_spc2,class2
2019-01-04 12:00:00,8.1,100.1,22.635536,1001,8.3,100.4,0,10105883.28361,39W,class1
2019-01-04 18:00:00,8.4,99.4,18.519984,1005,8.9,100,6,9955342.08523416,39W,class1
2019-01-05 00:00:00,-15.9,155.6,21.606648,992,-16.2,154.6,0,18372451.8843133,08P,class1
2019-01-05 06:00:00,-16,155.4,21.606648,989,-16.4,155,6,18363313.2683685,08P,class2
2019-01-05 00:00:00,8.9,99,15.43332,1007,10.2,99.3,0,9756294.82349088,36W,class0
2019-01-05 06:00:00,9.2,98,15.43332,1006,9.9,97.4,6,9670569.62770796,36W,class0
2019-01-05 00:00:00,-13.7,176.2,16.462208,997,-17.3,174.9,0,20907895.3924247,09P,class1
2019-01-05 06:00:00,-13.8,177.6,16.976652,995,-17.3,174.7,6,21049914.4714972,09P,class1
2019-01-05 00:00:00,-12.7,179.5,15.43332,1000,-11,181.8,0,20665255.3179781,unnamed_spc2,class1
2019-01-05 00:00:00,8.9,99,15.43332,1007,10.2,99.3,0,9756294.82349088,36W,class0
2019-01-05 06:00:00,9.2,98,15.43332,1006,9.9,97.4,6,9670569.62770796,36W,class0
